field_1,CN,PLT_CN,PREV_SIT_C,INVYR,STATECD,UNITCD,COUNTYCD,PLOT,CONDID,TREE,SPCD,DIA,HT,AGEDIA,SPGRPCD,SITREE,SIBASE,SUBP,AZIMUTH,DIST,METHOD,SITREE_EST,VALIDCD,CREATED_BY,CREATED_DA,CREATED_IN,MODIFIED_B,MODIFIED_D,MODIFIED_I,CYCLE,SUBCYCLE,AGECHKCD_R,AGE_DETERM,CCLCD_RMRS,DAMAGE_AGE,SIBASE_AGE,SITETRCD_R,SITE_AGE_T,SITE_TREE_,SITREE_EQU,TREECLCD_R,TREE_ACT_R,YEAR_AGE_T,LAT,LON,wc2.0_bio_
"88","205018426010854","20326421010478",NA,"2002","12","1","107","20","1","1","121",11.9,"56","64","1","50","50",NA,NA,NA,"1",NA,"1",NA,2009-12-07,"10854",NA,2017-03-08,"489998","8","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.665196,-82.026368,20.56646
"89","205018419010854","20325591010478",NA,"2002","12","1","107","27","1","1","107",11.7,"55","34","3","65","50",NA,NA,NA,"1",NA,"1",NA,2009-12-07,"10854",NA,2017-03-08,"489998","8","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.759323,-81.846784,20.50990
"90","205018424010854","20325748010478",NA,"2002","12","1","107","28","1","1","111",11.5,"67","35","1","73","50",NA,NA,NA,"1",NA,"1",NA,2009-12-07,"10854",NA,2017-03-08,"489998","8","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.556692,-81.889244,20.68131
"91","205018422010854","20325894010478",NA,"2002","12","1","107","34","1","1","111",8.6,"63","29","1","73","50",NA,NA,NA,"1",NA,"1",NA,2009-12-07,"10854",NA,2017-03-08,"489998","8","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.619015,-81.567376,20.82466
"92","205018423010854","20326033010478",NA,"2002","12","1","107","43","1","1","111",9.2,"64","22","1","82","50",NA,NA,NA,"1",NA,"1",NA,2009-12-07,"10854",NA,2017-03-08,"489998","8","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.364089,-81.559532,21.02844
"93","205018420010854","20325687010478",NA,"2002","12","1","107","48","1","1","111",8,"60","20","1","80","50",NA,NA,NA,"1",NA,"1",NA,2009-12-07,"10854",NA,2017-03-08,"489998","8","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.516946,-81.794992,20.68014
"94","205018425010854","20325467010478",NA,"2002","12","1","107","49","1","1","121",9.6,"57","48","1","55","50",NA,NA,NA,"1",NA,"1",NA,2009-12-07,"10854",NA,2017-03-08,"489998","8","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.713654,-81.703249,20.50167
"95","205018421010854","20326350010478",NA,"2002","12","1","107","53","1","1","111",8.5,"58","17","1","83","50",NA,NA,NA,"1",NA,"1",NA,2009-12-07,"10854",NA,2017-03-08,"489998","8","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.815968,-81.657676,20.77927
"96","205018429010854","137163281010478",NA,"2002","12","1","107","203","2","1","611",10.8,"59","28","34","76","50",NA,NA,NA,"1",NA,"1",NA,2009-12-07,"10854",NA,2017-03-08,"489998","8","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.603026,-81.762364,20.68014
"97","205018430010854","20326776010478",NA,"2002","12","1","109","6","1","1","111",7,"55","30","1","64","50",NA,NA,NA,"1",NA,"1",NA,2009-12-07,"10854",NA,2017-03-08,"489998","8","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.048136,-81.44755,20.53740
"98","205018431010854","20326993010478",NA,"2002","12","1","109","50","1","1","131",14,"90","48","2","89","50",NA,NA,NA,"1",NA,"1",NA,2009-12-07,"10854",NA,2017-03-08,"489998","8","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.110492,-81.396097,20.53740
"99","205018448010854","20329643010478",NA,"2002","12","1","121","2","1","1","111",7.3,"62","22","1","80","50",NA,NA,NA,"1",NA,"1",NA,2009-12-07,"10854",NA,2017-03-08,"489998","8","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.302724,-82.940375,19.95972
"100","205018450010854","20329590010478",NA,"2002","12","1","121","3","1","1","121",16.9,"69","45","1","68","50",NA,NA,NA,"1",NA,"1",NA,2009-12-07,"10854",NA,2017-03-08,"489998","8","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.384302,-83.030527,19.84455
"101","205018452010854","20330012010478",NA,"2002","12","1","121","4","1","1","812",9.8,"71","31","28","93","50",NA,NA,NA,"1",NA,"1",NA,2009-12-07,"10854",NA,2017-03-08,"489998","8","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.130734,-83.143073,20.16417
"102","205018455010854","20330012010478",NA,"2002","12","1","121","4","2","1","812",9.8,"71","31","28","93","50",NA,NA,NA,"1",NA,"1",NA,2009-12-07,"10854",NA,2017-03-08,"489998","8","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.130734,-83.143073,20.16417
"103","205018445010854","20329726010478",NA,"2002","12","1","121","17","1","1","111",6.4,"50","18","1","72","50",NA,NA,NA,"1",NA,"1",NA,2009-12-07,"10854",NA,2017-03-08,"489998","8","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.986387,-82.892249,20.26093
"104","205018449010854","20329828010478",NA,"2002","12","1","121","26","1","1","111",7.4,"52","17","1","77","50",NA,NA,NA,"1",NA,"1",NA,2009-12-07,"10854",NA,2017-03-08,"489998","8","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.151405,-82.971281,20.24952
"105","205018446010854","20330076010478",NA,"2002","12","1","121","33","1","1","111",6.5,"46","15","1","74","50",NA,NA,NA,"1",NA,"1",NA,2009-12-07,"10854",NA,2017-03-08,"489998","8","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.227281,-83.109554,20.11472
"106","205018453010854","20330076010478",NA,"2002","12","1","121","33","2","1","111",6.5,"46","15","1","74","50",NA,NA,NA,"1",NA,"1",NA,2009-12-07,"10854",NA,2017-03-08,"489998","8","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.227281,-83.109554,20.11472
"107","205018451010854","20329930010478",NA,"2002","12","1","121","34","1","1","131",11,"64","24","2","83","50",NA,NA,NA,"1",NA,"1",NA,2009-12-07,"10854",NA,2017-03-08,"489998","8","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.188574,-82.986114,19.95972
"108","205018447010854","20329487010478",NA,"2002","12","1","121","40","1","1","111",7,"48","19","1","68","50",NA,NA,NA,"1",NA,"1",NA,2009-12-07,"10854",NA,2017-03-08,"489998","8","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.289366,-83.085119,20.11472
"109","205018454010854","20329487010478",NA,"2002","12","1","121","40","2","1","111",7,"48","19","1","68","50",NA,NA,NA,"1",NA,"1",NA,2009-12-07,"10854",NA,2017-03-08,"489998","8","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.289366,-83.085119,20.11472
"110","205018460010854","20331115010478",NA,"2002","12","1","123","6","1","1","111",8.9,"60","19","1","82","50",NA,NA,NA,"1",NA,"1",NA,2009-12-07,"10854",NA,2017-03-08,"489998","8","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.137558,-83.86073,19.86654
"111","205018461010854","20330985010478",NA,"2002","12","1","123","11","1","1","111",10.1,"57","23","1","73","50",NA,NA,NA,"1",NA,"1",NA,2009-12-07,"10854",NA,2017-03-08,"489998","8","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.103554,-83.397636,19.78672
"112","205018456010854","20331216010478",NA,"2002","12","1","123","25","1","1","111",5.7,"43","15","1","70","50",NA,NA,NA,"1",NA,"1",NA,2009-12-07,"10854",NA,2017-03-08,"489998","8","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.905697,-83.519605,20.08350
"113","205018463010854","20331216010478",NA,"2002","12","1","123","25","2","1","111",5.7,"43","15","1","70","50",NA,NA,NA,"1",NA,"1",NA,2009-12-07,"10854",NA,2017-03-08,"489998","8","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.905697,-83.519605,20.08350
"114","205018458010854","20330733010478",NA,"2002","12","1","123","31","1","1","111",6.8,"49","19","1","70","50",NA,NA,NA,"1",NA,"1",NA,2009-12-07,"10854",NA,2017-03-08,"489998","8","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.301641,-83.517228,19.64735
"115","205018459010854","20330674010478",NA,"2002","12","1","123","61","1","1","111",7.7,"53","25","1","66","50",NA,NA,NA,"1",NA,"1",NA,2009-12-07,"10854",NA,2017-03-08,"489998","8","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.974582,-83.482185,19.96546
"116","205018465010854","20330674010478",NA,"2002","12","1","123","61","2","1","111",7.7,"53","25","1","66","50",NA,NA,NA,"1",NA,"1",NA,2009-12-07,"10854",NA,2017-03-08,"489998","8","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.974582,-83.482185,19.96546
"117","205018457010854","20330276010478",NA,"2002","12","1","123","63","1","1","111",6.4,"45","16","1","70","50",NA,NA,NA,"1",NA,"1",NA,2009-12-07,"10854",NA,2017-03-08,"489998","8","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.062691,-83.718917,19.86198
"118","205018464010854","20330276010478",NA,"2002","12","1","123","63","2","1","111",6.4,"45","16","1","70","50",NA,NA,NA,"1",NA,"1",NA,2009-12-07,"10854",NA,2017-03-08,"489998","8","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.062691,-83.718917,19.86198
"119","205018462010854","20331008010478",NA,"2002","12","1","123","74","1","1","111",10.2,"78","32","1","86","50",NA,NA,NA,"1",NA,"1",NA,2009-12-07,"10854",NA,2017-03-08,"489998","8","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.85108,-83.404061,19.96546
"120","205018466010854","20331008010478",NA,"2002","12","1","123","74","2","1","111",10.2,"78","32","1","86","50",NA,NA,NA,"1",NA,"1",NA,2009-12-07,"10854",NA,2017-03-08,"489998","8","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.85108,-83.404061,19.96546
"121","205018467010854","20331008010478",NA,"2002","12","1","123","74","3","1","111",10.2,"78","32","1","86","50",NA,NA,NA,"1",NA,"1",NA,2009-12-07,"10854",NA,2017-03-08,"489998","8","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.85108,-83.404061,19.96546
"122","205018469010854","20331384010478",NA,"2002","12","1","125","1","1","1","111",17.3,"102","80","1","93","50",NA,NA,NA,"1",NA,"1",NA,2009-12-07,"10854",NA,2017-03-08,"489998","8","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.99114,-82.465559,20.27419
"123","205018468010854","137163296010478",NA,"2002","12","1","125","30","1","1","111",11.8,"64","60","1","60","50",NA,NA,NA,"1",NA,"1",NA,2009-12-07,"10854",NA,2017-03-08,"489998","8","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.133192,-82.414364,19.97660
"124","205018471010854","20331792010478",NA,"2002","12","1","127","33","1","1","111",11.3,"47","19","1","67","50",NA,NA,NA,"1",NA,"1",NA,2009-12-07,"10854",NA,2017-03-08,"489998","8","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.205192,-81.333253,21.12932
"125","205018472010854","20331727010478",NA,"2002","12","1","127","59","1","1","121",14.4,"75","41","1","76","50",NA,NA,NA,"1",NA,"1",NA,2009-12-07,"10854",NA,2017-03-08,"489998","8","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.227609,-81.44495,21.11748
"126","205018473010854","20332596010478",NA,"2002","12","1","127","63","2","1","111",18.6,"93","53","1","91","50",NA,NA,NA,"1",NA,"1",NA,2009-12-07,"10854",NA,2017-03-08,"489998","8","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.093542,-81.091978,21.39328
"127","205018470010854","20331943010478",NA,"2002","12","1","127","86","1","1","111",7.7,"53","27","1","64","50",NA,NA,NA,"1",NA,"1",NA,2009-12-07,"10854",NA,2017-03-08,"489998","8","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.955498,-81.001176,21.45502
"128","205018163010854","20346448010478",NA,"2002","12","2","5","11","1","1","111",10.7,"55","32","1","62","50",NA,NA,NA,"1",NA,"1",NA,2009-12-07,"10854",NA,2017-03-08,"489998","8","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.510752,-85.457418,19.08266
"129","205018162010854","20346559010478",NA,"2002","12","2","5","16","1","1","111",8.6,"69","17","1","95","50",NA,NA,NA,"1",NA,"1",NA,2009-12-07,"10854",NA,2017-03-08,"489998","8","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.224903,-85.523057,19.72962
"130","205018164010854","20346395010478",NA,"2002","12","2","5","45","1","1","111",19,"81","38","1","85","50",NA,NA,NA,"1",NA,"1",NA,2009-12-07,"10854",NA,2017-03-08,"489998","8","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.272408,-85.537673,19.72962
"131","205018172010854","20349225010478",NA,"2002","12","2","13","22","1","1","111",8.3,"47","15","1","75","50",NA,NA,NA,"1",NA,"1",NA,2009-12-07,"10854",NA,2017-03-08,"489998","8","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.438627,-85.3166,19.35153
"132","205018175010854","20349316010478",NA,"2002","12","2","13","29","1","1","111",12,"72","29","1","83","50",NA,NA,NA,"1",NA,"1",NA,2009-12-07,"10854",NA,2017-03-08,"489998","8","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.376333,-85.100989,19.46373
"133","205018176010854","20349085010478",NA,"2002","12","2","13","37","1","1","131",11.2,"90","34","2","100","50",NA,NA,NA,"1",NA,"1",NA,2009-12-07,"10854",NA,2017-03-08,"489998","8","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.4393,-85.176928,19.35153
"134","205018174010854","20349568010478",NA,"2002","12","2","13","38","1","1","111",10.1,"73","32","1","81","50",NA,NA,NA,"1",NA,"1",NA,2009-12-07,"10854",NA,2017-03-08,"489998","8","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.214398,-85.133609,19.60155
"135","205018177010854","20349568010478",NA,"2002","12","2","13","38","1","2","121",15,"75","49","1","72","50",NA,NA,NA,"1",NA,"1",NA,2009-12-07,"10854",NA,2017-03-08,"489998","8","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.214398,-85.133609,19.60155
"136","205018173010854","137163221010478",NA,"2002","12","2","13","137","1","1","111",8.7,"55","53","1","53","50",NA,NA,NA,"1",NA,"1",NA,2009-12-07,"10854",NA,2017-03-08,"489998","8","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.217126,-85.287276,19.53666
"137","205018203010854","20352186010478",NA,"2002","12","2","33","10","1","1","111",11.2,"68","40","1","71","50",NA,NA,NA,"1",NA,"1",NA,2009-12-07,"10854",NA,2017-03-08,"489998","8","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.364007,-87.387093,19.55461
"138","205018204010854","20352047010478",NA,"2002","12","2","33","35","1","1","111",14.1,"73","66","1","68","50",NA,NA,NA,"1",NA,"1",NA,2009-12-07,"10854",NA,2017-03-08,"489998","8","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.689956,-87.419688,19.03732
"139","205018205010854","20293229010478",NA,"2002","12","2","33","37","1","1","111",14.3,"74","57","1","71","50",NA,NA,NA,"1",NA,"1",NA,2009-12-07,"10854",NA,2017-03-08,"489998","8","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.46352,-87.350346,19.55461
"140","205018206010854","20351991010478",NA,"2002","12","2","33","51","1","1","121",11.5,"77","44","1","76","50",NA,NA,NA,"1",NA,"1",NA,2009-12-07,"10854",NA,2017-03-08,"489998","8","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.774078,-87.523263,18.99570
"141","205018207010854","20293377010478",NA,"2002","12","2","33","57","1","1","812",9.9,"74","68","28","62","50",NA,NA,NA,"1",NA,"1",NA,2009-12-07,"10854",NA,2017-03-08,"489998","8","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.80339,-87.334574,19.03732
"142","205018214010854","20294795010478",NA,"2002","12","2","37","29","1","1","111",10,"60","22","1","77","50",NA,NA,NA,"1",NA,"1",NA,2009-12-07,"10854",NA,2017-03-08,"489998","8","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.986067,-84.639655,19.88219
"143","205018213010854","20294378010478",NA,"2002","12","2","37","54","1","1","111",8.2,"44","20","1","62","50",NA,NA,NA,"1",NA,"1",NA,2009-12-07,"10854",NA,2017-03-08,"489998","8","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.968183,-84.789076,19.85023
"144","205018215010854","20294345010478",NA,"2002","12","2","37","59","1","1","111",10.5,"53","38","1","57","50",NA,NA,NA,"1",NA,"1",NA,2009-12-07,"10854",NA,2017-03-08,"489998","8","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.920642,-84.96142,19.83676
"145","205018216010854","20294296010478",NA,"2002","12","2","37","67","1","1","111",10.6,"64","52","1","62","50",NA,NA,NA,"1",NA,"1",NA,2009-12-07,"10854",NA,2017-03-08,"489998","8","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.990885,-84.924022,19.83676
"146","205018217010854","20294296010478",NA,"2002","12","2","37","67","3","1","111",10.6,"64","52","1","62","50",NA,NA,NA,"1",NA,"1",NA,2009-12-07,"10854",NA,2017-03-08,"489998","8","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.990885,-84.924022,19.83676
"147","205018219010854","20295444010478",NA,"2002","12","2","39","15","1","1","621",11.8,"73","25","39","94","50",NA,NA,NA,"1",NA,"1",NA,2009-12-07,"10854",NA,2017-03-08,"489998","8","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.527853,-84.455428,19.31238
"148","205018218010854","20295105010478",NA,"2002","12","2","39","20","1","1","111",9,"62","36","1","67","50",NA,NA,NA,"1",NA,"1",NA,2009-12-07,"10854",NA,2017-03-08,"489998","8","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.684525,-84.801103,19.23193
"149","205018222010854","20295105010478",NA,"2002","12","2","39","20","1","2","131",12.2,"71","32","2","81","50",NA,NA,NA,"1",NA,"1",NA,2009-12-07,"10854",NA,2017-03-08,"489998","8","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.684525,-84.801103,19.23193
"150","205018221010854","20295197010478",NA,"2002","12","2","39","23","1","1","827",11.4,"57","46","28","58","50",NA,NA,NA,"1",NA,"1",NA,2009-12-07,"10854",NA,2017-03-08,"489998","8","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.523563,-84.721422,19.16737
"151","205018220010854","20295343010478",NA,"2002","12","2","39","30","1","1","827",11.1,"65","54","28","63","50",NA,NA,NA,"1",NA,"1",NA,2009-12-07,"10854",NA,2017-03-08,"489998","8","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.591684,-84.394475,19.31238
"152","205018226010854","20297251010478",NA,"2002","12","2","45","20","1","1","111",10.6,"45","47","1","45","50",NA,NA,NA,"1",NA,"1",NA,2009-12-07,"10854",NA,2017-03-08,"489998","8","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.741937,-85.295729,20.07682
"153","205018228010854","20296783010478",NA,"2002","12","2","45","35","1","1","111",12.8,"64","21","1","83","50",NA,NA,NA,"1",NA,"1",NA,2009-12-07,"10854",NA,2017-03-08,"489998","8","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.885789,-85.244418,19.84678
"154","205018229010854","20296783010478",NA,"2002","12","2","45","35","2","1","111",12.8,"64","21","1","83","50",NA,NA,NA,"1",NA,"1",NA,2009-12-07,"10854",NA,2017-03-08,"489998","8","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.885789,-85.244418,19.84678
"155","205018230010854","20296783010478",NA,"2002","12","2","45","35","3","1","111",12.8,"64","21","1","83","50",NA,NA,NA,"1",NA,"1",NA,2009-12-07,"10854",NA,2017-03-08,"489998","8","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.885789,-85.244418,19.84678
"156","205018227010854","20297037010478",NA,"2002","12","2","45","45","1","1","111",10.7,"68","78","1","61","50",NA,NA,NA,"1",NA,"1",NA,2009-12-07,"10854",NA,2017-03-08,"489998","8","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.892653,-85.109652,19.89790
"157","205018248010854","20300006010478",NA,"2002","12","2","59","14","1","1","111",13.5,"82","53","1","80","50",NA,NA,NA,"1",NA,"1",NA,2009-12-07,"10854",NA,2017-03-08,"489998","8","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.765559,-85.937984,19.11321
"158","205018250010854","20300006010478",NA,"2002","12","2","59","14","2","1","111",13.5,"82","53","1","80","50",NA,NA,NA,"1",NA,"1",NA,2009-12-07,"10854",NA,2017-03-08,"489998","8","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.765559,-85.937984,19.11321
"159","205018251010854","20300256010478",NA,"2002","12","2","59","18","2","1","111",15.9,"77","56","1","74","50",NA,NA,NA,"1",NA,"1",NA,2009-12-07,"10854",NA,2017-03-08,"489998","8","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.819848,-85.790951,19.12623
"160","205018249010854","20300629010478",NA,"2002","12","2","59","19","1","1","131",7.2,"41","21","2","57","50",NA,NA,NA,"1",NA,"1",NA,2009-12-07,"10854",NA,2017-03-08,"489998","8","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.983153,-85.886975,18.95274
"161","205018252010854","20300629010478",NA,"2002","12","2","59","19","2","1","131",7.2,"41","21","2","57","50",NA,NA,NA,"1",NA,"1",NA,2009-12-07,"10854",NA,2017-03-08,"489998","8","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.983153,-85.886975,18.95274
"162","205018256010854","20301322010478",NA,"2002","12","2","63","1","1","1","131",7.7,"37","19","2","54","50",NA,NA,NA,"1",NA,"1",NA,2009-12-07,"10854",NA,2017-03-08,"489998","8","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.81626,-85.067894,19.22300
"163","205018253010854","20301003010478",NA,"2002","12","2","63","3","1","1","121",8.4,"47","30","1","54","50",NA,NA,NA,"1",NA,"1",NA,2009-12-07,"10854",NA,2017-03-08,"489998","8","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.685486,-85.127195,19.22300
"164","205018258010854","20301736010478",NA,"2002","12","2","63","9","2","1","128",11.6,"61","25","3","76","50",NA,NA,NA,"1",NA,"1",NA,2009-12-07,"10854",NA,2017-03-08,"489998","8","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.871753,-85.315925,19.11421
"165","205018255010854","20301670010478",NA,"2002","12","2","63","14","1","1","121",17.6,"69","114","1","56","50",NA,NA,NA,"1",NA,"1",NA,2009-12-07,"10854",NA,2017-03-08,"489998","8","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.615413,-84.994508,19.26324
"166","205018259010854","20301374010478",NA,"2002","12","2","63","37","2","1","131",11.8,"33","15","2","56","50",NA,NA,NA,"1",NA,"1",NA,2009-12-07,"10854",NA,2017-03-08,"489998","8","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.926245,-85.46849,19.04536
"167","205018257010854","20301393010478",NA,"2002","12","2","63","42","1","1","131",9,"57","17","2","89","50",NA,NA,NA,"1",NA,"1",NA,2009-12-07,"10854",NA,2017-03-08,"489998","8","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.917283,-85.171569,19.11421
"168","205018254010854","20301068010478",NA,"2002","12","2","63","46","1","1","121",13.7,"74","45","1","73","50",NA,NA,NA,"1",NA,"1",NA,2009-12-07,"10854",NA,2017-03-08,"489998","8","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.743944,-84.935509,19.33848
"169","205018263010854","20302652010478",NA,"2002","12","2","65","5","1","1","131",12.9,"64","19","2","94","50",NA,NA,NA,"1",NA,"1",NA,2009-12-07,"10854",NA,2017-03-08,"489998","8","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.600375,-83.851123,19.37488
"170","205018265010854","20303223010478",NA,"2002","12","2","65","7","1","1","827",9.2,"67","25","28","94","50",NA,NA,NA,"1",NA,"1",NA,2009-12-07,"10854",NA,2017-03-08,"489998","8","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.375339,-84.05203,19.51414
"171","205018260010854","20302085010478",NA,"2002","12","2","65","10","1","1","110",11.1,"64","31","2","77","50",NA,NA,NA,"1",NA,"1",NA,2009-12-07,"10854",NA,2017-03-08,"489998","8","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.622329,-83.980356,19.37488
"172","205018266010854","20302118010478",NA,"2002","12","2","65","28","1","1","827",11.4,"60","34","28","70","50",NA,NA,NA,"1",NA,"1",NA,2009-12-07,"10854",NA,2017-03-08,"489998","8","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.214724,-83.979409,19.65503
"173","205018262010854","20302236010478",NA,"2002","12","2","65","30","1","1","111",15.1,"96","49","1","95","50",NA,NA,NA,"1",NA,"1",NA,2009-12-07,"10854",NA,2017-03-08,"489998","8","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.136974,-84.010739,19.86749
"174","205018269010854","20302236010478",NA,"2002","12","2","65","30","3","1","111",15.1,"96","49","1","95","50",NA,NA,NA,"1",NA,"1",NA,2009-12-07,"10854",NA,2017-03-08,"489998","8","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.136974,-84.010739,19.86749
"175","205018261010854","20302538010478",NA,"2002","12","2","65","34","1","1","110",12.3,"77","52","2","74","50",NA,NA,NA,"1",NA,"1",NA,2009-12-07,"10854",NA,2017-03-08,"489998","8","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.433274,-83.897516,19.43832
"176","205018264010854","20303071010478",NA,"2002","12","2","65","39","1","1","131",16.7,"81","39","2","86","50",NA,NA,NA,"1",NA,"1",NA,2009-12-07,"10854",NA,2017-03-08,"489998","8","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.524278,-83.87306,19.37488
