field_1,CN,PLT_CN,PREV_SIT_CN,INVYR,STATECD,UNITCD,COUNTYCD,PLOT,CONDID,TREE,SPCD,DIA,HT,AGEDIA,SPGRPCD,SITREE,SIBASE,SUBP,AZIMUTH,DIST,METHOD,SITREE_EST,VALIDCD,CREATED_BY,CREATED_DATE,CREATED_IN_INSTANCE,MODIFIED_BY,MODIFIED_DATE,MODIFIED_IN_INSTANCE,CYCLE,SUBCYCLE,AGECHKCD_RMRS,AGE_DETERMINATION_METHOD_PNWRS,CCLCD_RMRS,DAMAGE_AGENT_CD1_RMRS,DAMAGE_AGENT_CD2_RMRS,DAMAGE_AGENT_CD3_RMRS,SIBASE_AGE_PNWRS,SITETRCD_RMRS,SITE_AGE_TREE_STATUS_PNWRS,SITE_AGE_TREE_TYPE_PNWRS,SITE_TREE_METHOD_PNWRS,SITREE_EQU_NO_PNWRS,TREECLCD_RMRS,TREE_ACT_RMRS,YEAR_AGE_TAKEN,SIEQN_REF_CD,SITREE_FVS,SIBASE_FVS,SIEQN_REF_CD_FVS,LAT,LON,rvalue_1
"455","238884524010854","61079943010478",NA,"1998","13","1","305","17","1","2","111",6.8,"54","16","1","81","50",NA,NA,NA,"1",NA,"1",NA,2010-08-17,"10854",NA,2017-03-07,"489998","8","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.618171,-81.83884,19.2640933990479
"456","238884525010854","61080050010478",NA,"1998","13","1","305","70","1","1","111",10.5,"80","25","1","95","50",NA,NA,NA,"1",NA,"1",NA,2010-08-17,"10854",NA,2017-03-07,"489998","8","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.428304,-81.737389,19.3231658935547
"457","238884526010854","61080050010478",NA,"1998","13","1","305","70","1","2","111",10.8,"70","25","1","84","50",NA,NA,NA,"1",NA,"1",NA,2010-08-17,"10854",NA,2017-03-07,"489998","8","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.428304,-81.737389,19.3231658935547
"460","238884529010854","61080325010478",NA,"1998","13","1","305","62","1","1","111",9.6,"63","19","1","85","50",NA,NA,NA,"1",NA,"1",NA,2010-08-17,"10854",NA,2017-03-07,"489998","8","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.371659,-81.815313,19.3231658935547
"461","238884530010854","61080723010478",NA,"1998","13","1","305","76","1","1","111",6.3,"46","17","1","70","50",NA,NA,NA,"1",NA,"1",NA,2010-08-17,"10854",NA,2017-03-07,"489998","8","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.41113,-82.024725,19.3231468200684
"462","238884531010854","61080723010478",NA,"1998","13","1","305","76","1","2","111",7,"54","17","1","79","50",NA,NA,NA,"1",NA,"1",NA,2010-08-17,"10854",NA,2017-03-07,"489998","8","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.41113,-82.024725,19.3231468200684
"463","238884532010854","61081634010478",NA,"1998","13","1","309","21","1","1","111",11.9,"67","16","1","95","50",NA,NA,NA,"1",NA,"1",NA,2010-08-17,"10854",NA,2017-03-07,"489998","8","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.02633,-82.680418,18.6655216217041
"464","238884533010854","61081634010478",NA,"1998","13","1","309","21","1","2","111",11.4,"64","17","1","90","50",NA,NA,NA,"1",NA,"1",NA,2010-08-17,"10854",NA,2017-03-07,"489998","8","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.02633,-82.680418,18.6655216217041
"465","238884534010854","61081842010478",NA,"1998","13","1","309","17","1","1","111",8.4,"56","17","1","81","50",NA,NA,NA,"1",NA,"1",NA,2010-08-17,"10854",NA,2017-03-07,"489998","8","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.983624,-82.669206,18.8209171295166
"466","238884535010854","61081842010478",NA,"1998","13","1","309","17","1","2","111",8.6,"57","18","1","80","50",NA,NA,NA,"1",NA,"1",NA,2010-08-17,"10854",NA,2017-03-07,"489998","8","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.983624,-82.669206,18.8209171295166
"481","238981960010854","216092141010854",NA,"1997","13","1","101","104","1","1","111",8.5,"63","15","1","93","50",NA,NA,NA,"1",NA,"1",NA,2010-08-17,"10854",NA,2017-03-07,"489998","7","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.772139,-82.914399,19.3257179260254
"482","238981968010854","216092148010854",NA,"1997","13","1","103","97","1","1","111",16.8,"93","95","1","83","50",NA,NA,NA,"1",NA,"1",NA,2010-08-17,"10854",NA,2017-03-07,"489998","7","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.21868,-81.291866,18.8500728607178
"483","238982023010854","216092161010854",NA,"1997","13","1","109","53","1","1","111",17.2,"86","50","1","85","50",NA,NA,NA,"1",NA,"1",NA,2010-08-17,"10854",NA,2017-03-07,"489998","7","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.084129,-81.888565,18.8625946044922
"497","238982290010854","216092217010854",NA,"1997","13","1","167","92","1","1","111",12.5,"83","35","1","89","50",NA,NA,NA,"1",NA,"1",NA,2010-08-17,"10854",NA,2017-03-07,"489998","7","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.613261,-82.673922,18.1437816619873
"498","238982322010854","216092222010854",NA,"1997","13","2","173","31","1","1","111",16.4,"78","45","1","79","50",NA,NA,NA,"1",NA,"1",NA,2010-08-17,"10854",NA,2017-03-07,"489998","7","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.978121,-83.034276,19.2518329620361
"499","238982333010854","216092223010854",NA,"1997","13","2","173","43","1","1","111",15,"72","43","1","74","50",NA,NA,NA,"1",NA,"1",NA,2010-08-17,"10854",NA,2017-03-07,"489998","7","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.026606,-82.994626,19.1321353912354
"500","238982334010854","216092223010854",NA,"1997","13","2","173","43","2","2","111",13.8,"78","47","1","78","50",NA,NA,NA,"1",NA,"1",NA,2010-08-17,"10854",NA,2017-03-07,"489998","7","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.026606,-82.994626,19.1321353912354
"501","238982371010854","216092258010854",NA,"1997","13","2","185","102","1","1","111",8.5,"66","26","1","79","50",NA,NA,NA,"1",NA,"1",NA,2010-08-17,"10854",NA,2017-03-07,"489998","7","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.667234,-83.362167,19.3496246337891
"507","238982438010854","216092275010854",NA,"1997","13","3","197","86","1","1","111",7.7,"49","17","1","73","50",NA,NA,NA,"1",NA,"1",NA,2010-08-17,"10854",NA,2017-03-07,"489998","7","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.280338,-84.440463,17.7980098724365
"516","238982789010854","216091891010854",NA,"1997","13","2","275","143","2","1","111",11.2,"85","18","1","110","50",NA,NA,NA,"1",NA,"1",NA,2010-08-17,"10854",NA,2017-03-07,"489998","7","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.690741,-84.046628,19.1820735931396
"524","238983078010854","216091956010854",NA,"1997","13","2","321","166","2","1","111",11.3,"60","18","1","84","50",NA,NA,NA,"1",NA,"1",NA,2010-08-17,"10854",NA,2017-03-07,"489998","7","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.781295,-83.818803,18.5746974945068
"526","238983088010854","216091960010854",NA,"1997","13","2","321","185","2","1","111",8.1,"39","13","1","70","50",NA,NA,NA,"1",NA,"1",NA,2010-08-17,"10854",NA,2017-03-07,"489998","7","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.529663,-84.004829,18.8763751983643
"528","238981405010854","216091983010854",NA,"1997","13","2","19","67","1","1","111",13.2,"92","48","1","92","50",NA,NA,NA,"1",NA,"1",NA,2010-08-17,"10854",NA,2017-03-07,"489998","7","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.3086,-83.180321,19.0506153106689
"530","238981479010854","216092005010854",NA,"1997","13","1","29","121","2","1","111",5.4,"51","15","1","80","50",NA,NA,NA,"1",NA,"1",NA,2010-08-17,"10854",NA,2017-03-07,"489998","7","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.087114,-81.663028,18.9193134307861
"532","238981503010854","216092016010854",NA,"1997","13","1","31","146","1","1","111",13.6,"76","37","1","81","50",NA,NA,NA,"1",NA,"1",NA,2010-08-17,"10854",NA,2017-03-07,"489998","7","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.29868,-81.524753,18.7938652038574
"536","238981582010854","216092050010854",NA,"1997","13","1","49","218","1","1","111",9,"62","28","1","73","50",NA,NA,NA,"1",NA,"1",NA,2010-08-17,"10854",NA,2017-03-07,"489998","7","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.863521,-82.127474,19.5637493133545
"537","238981603010854","216092051010854",NA,"1997","13","1","49","239","1","1","111",8.1,"61","20","1","81","50",NA,NA,NA,"1",NA,"1",NA,2010-08-17,"10854",NA,2017-03-07,"489998","7","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.665046,-82.086056,19.7840843200684
"539","238981689010854","216092064010854",NA,"1997","13","1","65","209","1","1","111",10.6,"61","20","1","81","50",NA,NA,NA,"1",NA,"1",NA,2010-08-17,"10854",NA,2017-03-07,"489998","7","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.039707,-82.716388,19.167760848999
"540","238981713010854","216092067010854",NA,"1997","13","1","65","234","1","1","111",9.1,"53","13","1","87","50",NA,NA,NA,"1",NA,"1",NA,2010-08-17,"10854",NA,2017-03-07,"489998","7","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.753687,-82.472263,19.5515937805176
"541","238981714010854","216092068010854",NA,"1997","13","1","65","236","1","1","111",10.2,"77","41","1","80","50",NA,NA,NA,"1",NA,"1",NA,2010-08-17,"10854",NA,2017-03-07,"489998","7","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.080056,-82.932763,19.1321353912354
"545","238981846010854","216092101010854",NA,"1997","13","2","81","42","1","1","111",13.8,"94","46","1","94","50",NA,NA,NA,"1",NA,"1",NA,2010-08-17,"10854",NA,2017-03-07,"489998","7","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.016408,-83.729676,18.4609680175781
"571","238981395010854","56869165010478",NA,"1997","13","2","17","4","1","1","111",13,"55","33","1","62","50",NA,NA,NA,"1",NA,"1",NA,2010-08-17,"10854",NA,2017-03-07,"489998","7","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.775675,-83.34888,18.6903018951416
"572","238981398010854","56869768010478",NA,"1997","13","2","17","21","1","1","111",10.7,"55","23","1","71","50",NA,NA,NA,"1",NA,"1",NA,2010-08-17,"10854",NA,2017-03-07,"489998","7","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.747538,-83.079725,18.779052734375
"573","238981399010854","56869899010478",NA,"1997","13","2","17","17","2","1","111",8.4,"48","11","1","87","50",NA,NA,NA,"1",NA,"1",NA,2010-08-17,"10854",NA,2017-03-07,"489998","7","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.691518,-82.998296,18.8529491424561
"575","238981403010854","56870554010478",NA,"1997","13","2","19","48","1","1","111",11.3,"60","43","1","62","50",NA,NA,NA,"1",NA,"1",NA,2010-08-17,"10854",NA,2017-03-07,"489998","7","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.2551,-83.303868,19.0506153106689
"576","238981404010854","56870554010478",NA,"1997","13","2","19","48","2","2","111",6.6,"38","13","1","69","50",NA,NA,NA,"1",NA,"1",NA,2010-08-17,"10854",NA,2017-03-07,"489998","7","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.2551,-83.303868,19.0506153106689
"580","238981409010854","56870968010478",NA,"1997","13","2","19","51","1","1","111",15.3,"69","52","1","67","50",NA,NA,NA,"1",NA,"1",NA,2010-08-17,"10854",NA,2017-03-07,"489998","7","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.292952,-83.310757,19.0506153106689
"581","238981411010854","56871115010478",NA,"1997","13","2","19","60","1","1","111",11.5,"67","24","1","82","50",NA,NA,NA,"1",NA,"1",NA,2010-08-17,"10854",NA,2017-03-07,"489998","7","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.37633,-83.283993,18.9411029815674
"582","238981279010854","56871201010478",NA,"1997","13","1","1","18","1","1","111",17.8,"88","44","1","89","50",NA,NA,NA,"1",NA,"1",NA,2010-08-17,"10854",NA,2017-03-07,"489998","7","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.69106,-82.458705,18.9917907714844
"583","238981280010854","56871557010478",NA,"1997","13","1","1","17","1","1","111",12.4,"78","67","1","72","50",NA,NA,NA,"1",NA,"1",NA,2010-08-17,"10854",NA,2017-03-07,"489998","7","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.874982,-82.426082,18.9010200500488
"584","238981282010854","56872120010478",NA,"1997","13","1","1","8","2","1","111",14.6,"81","82","1","73","50",NA,NA,NA,"1",NA,"1",NA,2010-08-17,"10854",NA,2017-03-07,"489998","7","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.825522,-82.346721,18.9917907714844
"585","238981286010854","56872386010478",NA,"1997","13","1","1","34","1","1","111",11.1,"75","51","1","74","50",NA,NA,NA,"1",NA,"1",NA,2010-08-17,"10854",NA,2017-03-07,"489998","7","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.817117,-82.292229,18.9602603912354
"586","238981290010854","56872502010478",NA,"1997","13","1","1","46","1","1","111",11,"61","17","1","87","50",NA,NA,NA,"1",NA,"1",NA,2010-08-17,"10854",NA,2017-03-07,"489998","7","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.7145,-82.189896,18.9602603912354
"587","238981292010854","56872756010478",NA,"1997","13","1","1","61","1","1","111",12.7,"60","45","1","61","50",NA,NA,NA,"1",NA,"1",NA,2010-08-17,"10854",NA,2017-03-07,"489998","7","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.720767,-82.221368,18.9602603912354
"588","238981297010854","56873486010478",NA,"1997","13","1","1","58","1","1","111",8.6,"63","20","1","84","50",NA,NA,NA,"1",NA,"1",NA,2010-08-17,"10854",NA,2017-03-07,"489998","7","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.664488,-82.138101,19.2055206298828
"589","238981298010854","56873799010478",NA,"1997","13","1","1","27","1","1","111",6.6,"38","11","1","75","50",NA,NA,NA,"1",NA,"1",NA,2010-08-17,"10854",NA,2017-03-07,"489998","7","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.830661,-82.497255,18.9917907714844
"591","238981300010854","56874011010478",NA,"1997","13","1","1","22","1","1","111",14.2,"69","48","1","69","50",NA,NA,NA,"1",NA,"1",NA,2010-08-17,"10854",NA,2017-03-07,"489998","7","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.851593,-82.319634,18.9501762390137
"593","238981302010854","56874330010478",NA,"1997","13","1","1","2","1","1","111",14.8,"81","45","1","82","50",NA,NA,NA,"1",NA,"1",NA,2010-08-17,"10854",NA,2017-03-07,"489998","7","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.771925,-82.329743,18.9602603912354
"596","238981305010854","56874773010478",NA,"1997","13","1","1","49","1","1","111",7.2,"45","14","1","75","50",NA,NA,NA,"1",NA,"1",NA,2010-08-17,"10854",NA,2017-03-07,"489998","7","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.690276,-82.288088,18.9602603912354
"598","238981310010854","56875693010478",NA,"1997","13","1","3","3","1","1","111",10.3,"70","54","1","68","50",NA,NA,NA,"1",NA,"1",NA,2010-08-17,"10854",NA,2017-03-07,"489998","7","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.314722,-82.966198,19.0737400054932
"599","238981311010854","56875693010478",NA,"1997","13","1","3","3","2","2","111",14.3,"74","33","1","81","50",NA,NA,NA,"1",NA,"1",NA,2010-08-17,"10854",NA,2017-03-07,"489998","7","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.314722,-82.966198,19.0737400054932
"600","238981312010854","56875949010478",NA,"1997","13","1","3","10","1","1","111",7.2,"51","15","1","80","50",NA,NA,NA,"1",NA,"1",NA,2010-08-17,"10854",NA,2017-03-07,"489998","7","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.256633,-82.939786,19.0737400054932
"601","238981314010854","56876361010478",NA,"1997","13","1","3","17","1","1","111",9.5,"80","41","1","83","50",NA,NA,NA,"1",NA,"1",NA,2010-08-17,"10854",NA,2017-03-07,"489998","7","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.309824,-82.793792,19.1247596740723
"602","238981315010854","56876361010478",NA,"1997","13","1","3","17","2","2","111",14.9,"81","82","1","73","50",NA,NA,NA,"1",NA,"1",NA,2010-08-17,"10854",NA,2017-03-07,"489998","7","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.309824,-82.793792,19.1247596740723
"603","238981316010854","56876468010478",NA,"1997","13","1","3","6","1","1","111",9.1,"59","18","1","83","50",NA,NA,NA,"1",NA,"1",NA,2010-08-17,"10854",NA,2017-03-07,"489998","7","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.244746,-82.861847,19.0737400054932
"605","238981318010854","56876741010478",NA,"1997","13","1","3","35","2","2","111",8.7,"58","26","1","71","50",NA,NA,NA,"1",NA,"1",NA,2010-08-17,"10854",NA,2017-03-07,"489998","7","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.345946,-82.791327,19.1188125610352
"607","238981320010854","56876963010478",NA,"1997","13","1","3","33","1","1","111",7.4,"61","23","1","77","50",NA,NA,NA,"1",NA,"1",NA,2010-08-17,"10854",NA,2017-03-07,"489998","7","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.190759,-82.715054,19.1247596740723
"609","238981323010854","56877370010478",NA,"1997","13","1","3","39","1","1","111",6.3,"37","21","1","53","50",NA,NA,NA,"1",NA,"1",NA,2010-08-17,"10854",NA,2017-03-07,"489998","7","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.235621,-82.960476,19.0737400054932
"610","238981324010854","56877450010478",NA,"1997","13","1","3","5","1","1","111",9.5,"54","19","1","75","50",NA,NA,NA,"1",NA,"1",NA,2010-08-17,"10854",NA,2017-03-07,"489998","7","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.189171,-82.955642,19.0737400054932
"611","238981327010854","56877826010478",NA,"1997","13","1","5","14","1","1","111",9.1,"63","17","1","89","50",NA,NA,NA,"1",NA,"1",NA,2010-08-17,"10854",NA,2017-03-07,"489998","7","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.657139,-82.616491,19.035228729248
"612","238981328010854","56877929010478",NA,"1997","13","1","5","21","1","1","111",8.9,"57","28","1","68","50",NA,NA,NA,"1",NA,"1",NA,2010-08-17,"10854",NA,2017-03-07,"489998","7","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.572493,-82.623363,19.035228729248
"613","238981330010854","56878129010478",NA,"1997","13","1","5","19","1","1","111",9.3,"54","15","1","83","50",NA,NA,NA,"1",NA,"1",NA,2010-08-17,"10854",NA,2017-03-07,"489998","7","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.497897,-82.548339,19.1399383544922
"614","238981331010854","56878853010478",NA,"1997","13","1","5","26","2","1","111",6,"38","11","1","75","50",NA,NA,NA,"1",NA,"1",NA,2010-08-17,"10854",NA,2017-03-07,"489998","7","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.640145,-82.515867,19.035228729248
"616","238981336010854","56879665010478",NA,"1997","13","1","5","18","1","1","111",13.2,"73","40","1","76","50",NA,NA,NA,"1",NA,"1",NA,2010-08-17,"10854",NA,2017-03-07,"489998","7","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.519732,-82.294256,19.1809177398682
"619","238983091010854","56771901010478",NA,"1997","13","2","321","17","1","1","111",19.1,"91","70","1","84","50",NA,NA,NA,"1",NA,"1",NA,2010-08-17,"10854",NA,2017-03-07,"489998","7","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.515719,-83.820094,18.6883125305176
"620","238983092010854","56771990010478",NA,"1997","13","2","321","24","1","1","111",15.3,"95","35","1","101","50",NA,NA,NA,"1",NA,"1",NA,2010-08-17,"10854",NA,2017-03-07,"489998","7","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.389822,-83.850214,18.728343963623
"621","238983093010854","56771990010478",NA,"1997","13","2","321","24","2","2","111",15.3,"95","35","1","101","50",NA,NA,NA,"1",NA,"1",NA,2010-08-17,"10854",NA,2017-03-07,"489998","7","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.389822,-83.850214,18.728343963623
"622","238981905010854","56773250010478",NA,"1997","13","1","91","30","2","1","111",12.3,"75","35","1","81","50",NA,NA,NA,"1",NA,"1",NA,2010-08-17,"10854",NA,2017-03-07,"489998","7","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.131327,-83.184615,18.5562076568604
"623","238981906010854","56774198010478",NA,"1997","13","1","91","16","1","1","111",12,"72","38","1","76","50",NA,NA,NA,"1",NA,"1",NA,2010-08-17,"10854",NA,2017-03-07,"489998","7","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.112099,-83.030442,18.5346145629883
"626","238981911010854","56776190010478",NA,"1997","13","2","93","35","1","1","111",12.4,"72","30","1","82","50",NA,NA,NA,"1",NA,"1",NA,2010-08-17,"10854",NA,2017-03-07,"489998","7","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.068704,-83.810455,18.4609680175781
"627","238981912010854","56776190010478",NA,"1997","13","2","93","35","2","2","111",12.1,"70","25","1","84","50",NA,NA,NA,"1",NA,"1",NA,2010-08-17,"10854",NA,2017-03-07,"489998","7","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.068704,-83.810455,18.4609680175781
"628","238981914010854","56777070010478",NA,"1997","13","2","93","2","1","1","111",16,"81","48","1","81","50",NA,NA,NA,"1",NA,"1",NA,2010-08-17,"10854",NA,2017-03-07,"489998","7","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.104488,-83.720327,18.4609680175781
"636","238981926010854","56778886010478",NA,"1997","13","3","95","12","1","1","111",14.5,"80","36","1","86","50",NA,NA,NA,"1",NA,"1",NA,2010-08-17,"10854",NA,2017-03-07,"489998","7","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.547711,-84.036167,18.8763751983643
"645","238982560010854","216092305010854",NA,"1997","13","1","229","53","2","1","111",7.7,"68","45","1","69","50",NA,NA,NA,"1",NA,"1",NA,2010-08-17,"10854",NA,2017-03-07,"489998","7","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.359864,-82.162627,19.3231468200684
"650","238982678010854","216092330010854",NA,"1997","13","2","253","93","2","2","111",7.3,"52","19","1","73","50",NA,NA,NA,"1",NA,"1",NA,2010-08-17,"10854",NA,2017-03-07,"489998","7","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.034254,-84.853348,19.1118965148926
"651","238982755010854","216092339010854",NA,"1997","13","1","267","106","1","1","111",11.5,"81","71","1","74","50",NA,NA,NA,"1",NA,"1",NA,2010-08-17,"10854",NA,2017-03-07,"489998","7","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.974815,-82.170997,18.9501762390137
