field_1,CN,PLT_CN,PREV_SIT_C,INVYR,STATECD,UNITCD,COUNTYCD,PLOT,CONDID,TREE,SPCD,DIA,HT,AGEDIA,SPGRPCD,SITREE,SIBASE,SUBP,AZIMUTH,DIST,METHOD,SITREE_EST,VALIDCD,CREATED_BY,CREATED_DA,CREATED_IN,MODIFIED_B,MODIFIED_D,MODIFIED_I,CYCLE,SUBCYCLE,AGECHKCD_R,AGE_DETERM,CCLCD_RMRS,DAMAGE_AGE,SIBASE_AGE,SITETRCD_R,SITE_AGE_T,SITE_TREE_,SITREE_EQU,TREECLCD_R,TREE_ACT_R,YEAR_AGE_T,LAT,LON,TEMP,TOT_N,SOC,CN_RATIO,SOIL_MOIS
84,-2147483648,-2147483648,NA,2002,12,1,89,16,1,1,111,12.8,67,20,1,88,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.604453,-81.652171,20.15624,14,19,1.357142857,250.097
85,-2147483648,-2147483648,NA,2002,12,1,89,37,1,1,111,9.3,51,31,1,59,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.614551,-81.975262,19.93117,64,70,1.09375,321.77301
86,-2147483648,-2147483648,NA,2002,12,1,107,5,1,1,121,20.5,65,91,1,55,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.605435,-81.900392,20.68131,9,19,2.111111111,262.88599
87,-2147483648,-2147483648,NA,2002,12,1,107,17,1,1,131,11.6,61,24,2,79,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.59519,-82.052962,20.56646,13,10,0.769230769,247.17
88,-2147483648,-2147483648,NA,2002,12,1,107,20,1,1,121,11.9,56,64,1,50,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.665196,-82.026368,20.56646,5,9,1.8,247.17
89,-2147483648,-2147483648,NA,2002,12,1,107,27,1,1,107,11.7,55,34,3,65,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.759323,-81.846784,20.5099,50,55,1.1,262.88599
90,-2147483648,-2147483648,NA,2002,12,1,107,28,1,1,111,11.5,67,35,1,73,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.556692,-81.889244,20.68131,79,45,0.569620253,247.17
91,-2147483648,-2147483648,NA,2002,12,1,107,34,1,1,111,8.6,63,29,1,73,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.619015,-81.567376,20.82466,12,36,3,0
92,-2147483648,-2147483648,NA,2002,12,1,107,43,1,1,111,9.2,64,22,1,82,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.364089,-81.559532,21.02844,9,26,2.888888889,321.77301
93,-2147483648,-2147483648,NA,2002,12,1,107,48,1,1,111,8,60,20,1,80,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.516946,-81.794992,20.68014,13,31,2.384615385,262.88599
94,-2147483648,-2147483648,NA,2002,12,1,107,49,1,1,121,9.6,57,48,1,55,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.713654,-81.703249,20.50167,74,72,0.972972973,321.77301
95,-2147483648,-2147483648,NA,2002,12,1,107,53,1,1,111,8.5,58,17,1,83,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.815968,-81.657676,20.77927,52,39,0.75,321.77301
96,-2147483648,-2147483648,NA,2002,12,1,107,203,2,1,611,10.8,59,28,34,76,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.603026,-81.762364,20.68014,16,19,1.1875,321.77301
97,-2147483648,-2147483648,NA,2002,12,1,109,6,1,1,111,7,55,30,1,64,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.048136,-81.44755,20.5374,15,23,1.533333333,321.77301
98,-2147483648,-2147483648,NA,2002,12,1,109,50,1,1,131,14,90,48,2,89,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.110492,-81.396097,20.5374,23,20,0.869565217,321.77301
99,-2147483648,-2147483648,NA,2002,12,1,121,2,1,1,111,7.3,62,22,1,80,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.302724,-82.940375,19.95972,10,9,0.9,247.17
100,-2147483648,-2147483648,NA,2002,12,1,121,3,1,1,121,16.9,69,45,1,68,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.384302,-83.030527,19.84455,6,11,1.833333333,267.04999
101,-2147483648,-2147483648,NA,2002,12,1,121,4,1,1,812,9.8,71,31,28,93,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.130734,-83.143073,20.16417,14,17,1.214285714,267.04999
102,-2147483648,-2147483648,NA,2002,12,1,121,4,2,1,812,9.8,71,31,28,93,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.130734,-83.143073,20.16417,14,17,1.214285714,267.04999
103,-2147483648,-2147483648,NA,2002,12,1,121,17,1,1,111,6.4,50,18,1,72,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.986387,-82.892249,20.26093,6,22,3.666666667,267.04999
104,-2147483648,-2147483648,NA,2002,12,1,121,26,1,1,111,7.4,52,17,1,77,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.151405,-82.971281,20.24952,8,11,1.375,267.04999
105,-2147483648,-2147483648,NA,2002,12,1,121,33,1,1,111,6.5,46,15,1,74,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.227281,-83.109554,20.11472,12,22,1.833333333,267.04999
106,-2147483648,-2147483648,NA,2002,12,1,121,33,2,1,111,6.5,46,15,1,74,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.227281,-83.109554,20.11472,12,22,1.833333333,267.04999
107,-2147483648,-2147483648,NA,2002,12,1,121,34,1,1,131,11,64,24,2,83,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.188574,-82.986114,19.95972,16,10,0.625,267.04999
108,-2147483648,-2147483648,NA,2002,12,1,121,40,1,1,111,7,48,19,1,68,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.289366,-83.085119,20.11472,13,14,1.076923077,267.04999
109,-2147483648,-2147483648,NA,2002,12,1,121,40,2,1,111,7,48,19,1,68,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.289366,-83.085119,20.11472,13,14,1.076923077,267.04999
110,-2147483648,-2147483648,NA,2002,12,1,123,6,1,1,111,8.9,60,19,1,82,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.137558,-83.86073,19.86654,10,24,2.4,321.77301
111,-2147483648,-2147483648,NA,2002,12,1,123,11,1,1,111,10.1,57,23,1,73,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.103554,-83.397636,19.78672,8,39,4.875,321.77301
112,-2147483648,-2147483648,NA,2002,12,1,123,25,1,1,111,5.7,43,15,1,70,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.905697,-83.519605,20.0835,15,38,2.533333333,321.77301
113,-2147483648,-2147483648,NA,2002,12,1,123,25,2,1,111,5.7,43,15,1,70,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.905697,-83.519605,20.0835,15,38,2.533333333,321.77301
114,-2147483648,-2147483648,NA,2002,12,1,123,31,1,1,111,6.8,49,19,1,70,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.301641,-83.517228,19.64735,79,255,3.227848101,321.77301
115,-2147483648,-2147483648,NA,2002,12,1,123,61,1,1,111,7.7,53,25,1,66,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.974582,-83.482185,19.96546,11,17,1.545454545,321.77301
116,-2147483648,-2147483648,NA,2002,12,1,123,61,2,1,111,7.7,53,25,1,66,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.974582,-83.482185,19.96546,11,17,1.545454545,321.77301
117,-2147483648,-2147483648,NA,2002,12,1,123,63,1,1,111,6.4,45,16,1,70,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.062691,-83.718917,19.86198,13,9,0.692307692,321.77301
118,-2147483648,-2147483648,NA,2002,12,1,123,63,2,1,111,6.4,45,16,1,70,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.062691,-83.718917,19.86198,13,9,0.692307692,321.77301
119,-2147483648,-2147483648,NA,2002,12,1,123,74,1,1,111,10.2,78,32,1,86,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.85108,-83.404061,19.96546,8,28,3.5,321.77301
120,-2147483648,-2147483648,NA,2002,12,1,123,74,2,1,111,10.2,78,32,1,86,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.85108,-83.404061,19.96546,8,28,3.5,321.77301
121,-2147483648,-2147483648,NA,2002,12,1,123,74,3,1,111,10.2,78,32,1,86,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.85108,-83.404061,19.96546,8,28,3.5,321.77301
122,-2147483648,-2147483648,NA,2002,12,1,125,1,1,1,111,17.3,102,80,1,93,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.99114,-82.465559,20.27419,13,19,1.461538462,247.17
123,-2147483648,-2147483648,NA,2002,12,1,125,30,1,1,111,11.8,64,60,1,60,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.133192,-82.414364,19.9766,181,410,2.26519337,321.77301
124,-2147483648,-2147483648,NA,2002,12,1,127,33,1,1,111,11.3,47,19,1,67,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.205192,-81.333253,21.12932,115,320,2.782608696,321.77301
125,-2147483648,-2147483648,NA,2002,12,1,127,59,1,1,121,14.4,75,41,1,76,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.227609,-81.44495,21.11748,14,16,1.142857143,321.77301
126,-2147483648,-2147483648,NA,2002,12,1,127,63,2,1,111,18.6,93,53,1,91,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.093542,-81.091978,21.39328,20,62,3.1,321.77301
127,-2147483648,-2147483648,NA,2002,12,1,127,86,1,1,111,7.7,53,27,1,64,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.955498,-81.001176,21.45502,134,293,2.186567164,321.77301
128,-2147483648,-2147483648,NA,2002,12,2,5,11,1,1,111,10.7,55,32,1,62,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.510752,-85.457418,19.08266,10,9,0.9,253.076
129,-2147483648,-2147483648,NA,2002,12,2,5,16,1,1,111,8.6,69,17,1,95,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.224903,-85.523057,19.72962,53,31,0.58490566,321.77301
130,-2147483648,-2147483648,NA,2002,12,2,5,45,1,1,111,19,81,38,1,85,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.272408,-85.537673,19.72962,49,28,0.571428571,321.77301
131,-2147483648,-2147483648,NA,2002,12,2,13,22,1,1,111,8.3,47,15,1,75,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.438627,-85.3166,19.35153,11,40,3.636363636,253.076
132,-2147483648,-2147483648,NA,2002,12,2,13,29,1,1,111,12,72,29,1,83,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.376333,-85.100989,19.46373,88,105,1.193181818,237.524
133,-2147483648,-2147483648,NA,2002,12,2,13,37,1,1,131,11.2,90,34,2,100,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.4393,-85.176928,19.35153,7,10,1.428571429,253.076
134,-2147483648,-2147483648,NA,2002,12,2,13,38,1,1,111,10.1,73,32,1,81,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.214398,-85.133609,19.60155,8,14,1.75,321.77301
135,-2147483648,-2147483648,NA,2002,12,2,13,38,1,2,121,15,75,49,1,72,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.214398,-85.133609,19.60155,8,14,1.75,321.77301
136,-2147483648,-2147483648,NA,2002,12,2,13,137,1,1,111,8.7,55,53,1,53,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.217126,-85.287276,19.53666,13,25,1.923076923,321.77301
137,-2147483648,-2147483648,NA,2002,12,2,33,10,1,1,111,11.2,68,40,1,71,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.364007,-87.387093,19.55461,35,26,0.742857143,0
138,-2147483648,-2147483648,NA,2002,12,2,33,35,1,1,111,14.1,73,66,1,68,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.689956,-87.419688,19.03732,4,18,4.5,240.528
139,-2147483648,-2147483648,NA,2002,12,2,33,37,1,1,111,14.3,74,57,1,71,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.46352,-87.350346,19.55461,97,97,1,253.076
140,-2147483648,-2147483648,NA,2002,12,2,33,51,1,1,121,11.5,77,44,1,76,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.774078,-87.523263,18.9957,4,10,2.5,240.528
141,-2147483648,-2147483648,NA,2002,12,2,33,57,1,1,812,9.9,74,68,28,62,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.80339,-87.334574,19.03732,4,10,2.5,237.524
142,-2147483648,-2147483648,NA,2002,12,2,37,29,1,1,111,10,60,22,1,77,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.986067,-84.639655,19.88219,52,62,1.192307692,321.77301
143,-2147483648,-2147483648,NA,2002,12,2,37,54,1,1,111,8.2,44,20,1,62,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.968183,-84.789076,19.85023,89,109,1.224719101,321.77301
144,-2147483648,-2147483648,NA,2002,12,2,37,59,1,1,111,10.5,53,38,1,57,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.920642,-84.96142,19.83676,7,17,2.428571429,321.77301
145,-2147483648,-2147483648,NA,2002,12,2,37,67,1,1,111,10.6,64,52,1,62,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.990885,-84.924022,19.83676,9,22,2.444444444,321.77301
146,-2147483648,-2147483648,NA,2002,12,2,37,67,3,1,111,10.6,64,52,1,62,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.990885,-84.924022,19.83676,9,22,2.444444444,321.77301
147,-2147483648,-2147483648,NA,2002,12,2,39,15,1,1,621,11.8,73,25,39,94,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.527853,-84.455428,19.31238,12,16,1.333333333,237.524
148,-2147483648,-2147483648,NA,2002,12,2,39,20,1,1,111,9,62,36,1,67,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.684525,-84.801103,19.23193,14,23,1.642857143,237.524
149,-2147483648,-2147483648,NA,2002,12,2,39,20,1,2,131,12.2,71,32,2,81,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.684525,-84.801103,19.23193,14,23,1.642857143,237.524
150,-2147483648,-2147483648,NA,2002,12,2,39,23,1,1,827,11.4,57,46,28,58,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.523563,-84.721422,19.16737,5,12,2.4,237.524
151,-2147483648,-2147483648,NA,2002,12,2,39,30,1,1,827,11.1,65,54,28,63,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.591684,-84.394475,19.31238,57,82,1.438596491,237.524
152,-2147483648,-2147483648,NA,2002,12,2,45,20,1,1,111,10.6,45,47,1,45,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.741937,-85.295729,20.07682,58,42,0.724137931,321.77301
153,-2147483648,-2147483648,NA,2002,12,2,45,35,1,1,111,12.8,64,21,1,83,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.885789,-85.244418,19.84678,39,13,0.333333333,321.77301
154,-2147483648,-2147483648,NA,2002,12,2,45,35,2,1,111,12.8,64,21,1,83,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.885789,-85.244418,19.84678,39,13,0.333333333,321.77301
155,-2147483648,-2147483648,NA,2002,12,2,45,35,3,1,111,12.8,64,21,1,83,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.885789,-85.244418,19.84678,39,13,0.333333333,321.77301
156,-2147483648,-2147483648,NA,2002,12,2,45,45,1,1,111,10.7,68,78,1,61,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.892653,-85.109652,19.8979,23,22,0.956521739,321.77301
157,-2147483648,-2147483648,NA,2002,12,2,59,14,1,1,111,13.5,82,53,1,80,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.765559,-85.937984,19.11321,16,12,0.75,237.524
158,-2147483648,-2147483648,NA,2002,12,2,59,14,2,1,111,13.5,82,53,1,80,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.765559,-85.937984,19.11321,16,12,0.75,237.524
159,-2147483648,-2147483648,NA,2002,12,2,59,18,2,1,111,15.9,77,56,1,74,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.819848,-85.790951,19.12623,2,10,5,237.524
160,-2147483648,-2147483648,NA,2002,12,2,59,19,1,1,131,7.2,41,21,2,57,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.983153,-85.886975,18.95274,12,10,0.833333333,262.88599
161,-2147483648,-2147483648,NA,2002,12,2,59,19,2,1,131,7.2,41,21,2,57,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.983153,-85.886975,18.95274,12,10,0.833333333,262.88599
162,-2147483648,-2147483648,NA,2002,12,2,63,1,1,1,131,7.7,37,19,2,54,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.81626,-85.067894,19.223,5,8,1.6,262.88599
163,-2147483648,-2147483648,NA,2002,12,2,63,3,1,1,121,8.4,47,30,1,54,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.685486,-85.127195,19.223,4,11,2.75,237.524
164,-2147483648,-2147483648,NA,2002,12,2,63,9,2,1,128,11.6,61,25,3,76,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.871753,-85.315925,19.11421,14,14,1,237.524
165,-2147483648,-2147483648,NA,2002,12,2,63,14,1,1,121,17.6,69,114,1,56,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.615413,-84.994508,19.26324,7,13,1.857142857,237.524
166,-2147483648,-2147483648,NA,2002,12,2,63,37,2,1,131,11.8,33,15,2,56,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.926245,-85.46849,19.04536,5,7,1.4,237.524
167,-2147483648,-2147483648,NA,2002,12,2,63,42,1,1,131,9,57,17,2,89,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.917283,-85.171569,19.11421,6,11,1.833333333,237.524
168,-2147483648,-2147483648,NA,2002,12,2,63,46,1,1,121,13.7,74,45,1,73,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.743944,-84.935509,19.33848,7,14,2,262.88599
